Insult,ID,Comment
0,775,"""Who are any of us to say who is or is not trustworthy to hold nuclear weapons? Especially Israel, or more precisely, apologists for it like yourself?"""
1,776,"""god, you really are stupid."""
0,777,"""you talk crap.\xa0 Nothing shooting does ""endangers many species of birds and animals"" but you are welcome to now give us examples of this.\n\nSo go on, name some animals and birds endangered by shooting."""
1,778,"""you're so FUCKING DUMB!"""
0,779,"""*replying here to save space*\nI think I understand what you're feeling. Put it this way, as someone who is actively involved in the systematic elimination of other human beings, I totally understand how all this movie shit really aint that important in the grand scheme of things. However, I and others in a similar situation use them to decompress from that real shit, and more often than not movies help express stuff in ways only film can. It does have value.\nAnd to your hypothetical situation about the victim using faith to survive, I would recount the <i>very real</i> examples of young afghan girls getting their faces mutilated by their own family over irrational outdated customs/religious beliefs. Is it better to have faith that produces these atrocites. I don't know, I dont have an answer. Alls I know is although I thoroughly disagree with the absolute abolition of religion, its very obvious that we have to find a way to evolve our thought processes. \nOh, and as far as movie related articles are concerned, Scientology is famously a very big force in the entertainment industry, as many of the big name A-list actors follow that faith. I think it warrants discussion. And don't forget, theres a movie coming out later this year about the Hubbard, the trailer for which was covered recently here. Worth checking out."""
0,780,"""Man, you've got your music knickers in a twist.\xa0 I play two three- chord riffs in e flat.\xa0 I don't know where parity comes into it.\xa0 Strum on, guy."""
1,781,"""Many\xa0Sri Lankans\xa0talking shit\xa0as usual.\xa0we\xa0must build\xa0sri\xa0lanka\xa0we\xa0must work together.\xa0when\xa0will you\xa0understand that??"""
1,782,"""Doubt it.. again showing your awesome reading comprehension skills.. i said you're acting like a b!tch not you are a b!tch big difference there genius"""
1,783,"""BUDDHA  IS  A FAT ASS SLOB..........NUFFFFF SAID.  HE IS THE FAKE.  YOU MORON."""
1,784,"""You called someone stupid? Wow, you must smoke spice and meth combined because you sound brain dead. Before putting your 2 sense into something that you have no education on, just what you hear from the Media, think about what you say. You sound like a fucking pawn just like the rest of society, believe everything you see on the news, you brainwashed grunt."""
0,785,"""5-31 CNN poll ""Please tell me whether you agree or disagree that each of the following candidates has the personality and leadership qualities a president should have.""\n\nRESULT: Obama 60%, Romney 51%. \n\nhttp://www.politico.com/news/stories/0612/77009.html"""
0,786,"""@Coach P @RR-Track-Dawg70s @VirginiaDawg Mason looks to RS so it's either Lemay and Bauta as the backup."""
0,787,"""hey! Jamie ... allkpop is not being biased .. they're just writing the fucking truth out of all those idols out there"""
0,788,"""@Samadhi\xa0\xa0@voiceofinsanity\xa0Lol, I am in no ways upset b/c you've called me a moron. I've been called much worse. And I never picked a side. \xa0I just don't understand what\xa0legitimate\xa0proof you have, besides your bullshit guilt by association, that makes TrAyvon was a gang banger. Might I point out that you've yet to provide a reason behind your statement on that topic. BTW, I read the story and all the post. It's kind of hard to stay on topic when I debate you and you completely change the topic and start attacking me! Right!"""
0,789,"""Maybe you should go back and read the second comment"""
0,790,"""Money & bitches but not before your niggaz. Get the money > Fuck the bitches > & ball wit yo niggaz.... preach my nigga Jones lol"""
0,791,"""I think you're still tired, either that or you just didn't proof read and wrote it out too fast. ""shelby was beside herself when she got to drive her intoxicated brothers home"" ????\xa0\n\nof course we all know you meant UNCLES\n\nI am so glad yall had fun. I think everyone of you needed that even the girls! especially bobby."""
0,792,"""who gives a fyck this is his second year"""
0,793,"""Please do not talk shit about other artist in 2PM's article. We, Hottest, always respect other artists by not pushing them down to make our artist look better. We are a proud fandom."""
1,794,"""She continues to be Obama's whore."""
0,795,"""how do the towers connect to the bottom pentagon?  Since it's not flat..."""
0,796,"""Merci beacoup, tous  \xeates vraiment mignon Chlo\xe9!. La soir\xe9e a \xe9t\xe9 tout\nsimplement la plus beau de ma vie.."""
0,797,"""stupid cuz Kara girls always have shorts under skirts or dresses...it's ok I can't see shit anyways! still luv her!"""
1,798,"""You have a dream too i heard, your sister gave you handjob as a symbol of pity"""
0,799,"""M\xecnh c\xf3 kinh nghi\u1ec7m sau \u0111\xe2y. B\u1ea1n th\u1eed l\xe0m theo c\xe1c b\u01b0\u1edbc sau \u0111\xe2y xem sao:\n\xa0\xa0 1) D\xf9ng Fire Fox ho\u1eb7c Google Chrome \u0111\u1ec3 v\xe0o Google ( kh\xf4ng d\xf9ng Internet Explorer ).\n\xa0\xa0 2) G\xf5 "" anonymouse.org ""---> enter ---> click v\xe0o ""anonymouse.org"" \u1edf d\xf2ng \u0111\u1ea7u ti\xean.\n\xa0\xa0 3) C\u1eeda s\u1ed5 m\u1edbi hi\u1ec7n ra c\xf3 2 l\xe1 c\u1edd c\u1ee7a n\u01b0\u1edbc Anh v\xe0 n\u01b0\u1edbc \u0110\u1ee9c. Click tr\xe1i v\xe0o l\xe1 c\u1edd Anh \u1edf b\xean tr\xe1i.\n\xa0\xa0 4) C\u1eeda s\u1ed5 m\u1edbi hi\u1ec7n ra. B\u1ea1n th\u1ea5y ph\xeda d\u01b0\u1edbi h\xe0ng ch\u1eef ""ENTER WEBSITE ADDRESS "" c\xf3 2 khung ch\u1eef nh\u1eadt. \u1ede khung b\xean tr\xe1i, b\u1ea1n g\xf5 ""danlambaovn.blogspot.com "" ( n\u1ebfu mu\u1ed1n \u0111\u1ecdc trang BBC Vi\u1ec7t Ng\u1eef th\xec g\xf5 ""bbc.co.uk/vietnamese"" ) . Sau c\xf9ng b\u1ea1n \u0111\u01b0a con tr\u1ecf v\xe0o khung ch\u1eef nh\u1eadt b\xean ph\u1ea3i, click tr\xe1i 2 l\u1ea7n v\xe0o h\xe0ng ch\u1eef ""surf anonymously"" s\u1ebd \u0111\u1ecdc \u0111\u01b0\u1ee3c."""
1,800,"""And I call you a brain dead jew retard because it's true. Perhaps if you got the muslim nazi's dick out of your ass you'd have more friends."""
0,801,"""Would someone please send this guy a blow up doll of Obama with a 55 gallon drum of KY and be done with it . . ."""
0,802,"""as a browns fan, i softly weep."""
0,803,"""you troll so hard"""
0,804,"""Thats just a clich\xe9...and typical, baseless and silly accusation that homosexual advocates throw out there to try to scare off your adversaries. Whats next"" Im a homophobe? I'm a closet homosexual? I'm a bigot? LOL. Come on..you can do better than that can't you? That stuff is all worn out. Find something new to say about me. Lets see you be really imaginative."""
0,805,"""It's sad how utterly uncool the proglodytes have become in four short years"""
1,806,"""You are the one who brought up the topic Kalifornia Ken-doll\n\nand then you whine like a beech when somebody calls you on it?\n\nwhatever....\n\nkeep trolling for a teabagger Ken-doll....you may get lucky Kalifornia phaggot"""
0,807,"""Bear with me for a sec. George Stephanopoulos is Greek right. Greece is rioting. Quit Riot.Cum on Feel the Noise. Bring in da noise, Bring in the funk. Bring the Pain. Method Man. Barack Obama's method to take over the USA is to hire George Soros and Media Matters to make Dick Morris suck on toes on Hannity's show to totally make Fox News look like a bunch of pinky toe licking con artists, discrediting awesome guys like Glen Back and Oliver North. Go ahead call me crazy."""
0,808,"""Magic Number, Magic Underpants = No Big Deal"""
0,809,"""You are really talented Channel.\xa0 Multi faceted and shit!"""
0,810,"""May he eat shit and <i>live</i>."""
0,811,"""There was no ethnic cleansing. Flag the spam."""
1,812,"""You need some serious psycho;logical help."""
1,813,"""Look who is talking...the payaso who sucks at both English and Spanish!"""
0,814,"""....You were right all along.    NOT !"""
0,815,"""One day you'll let your child eat lights naked? You are one sick puppy"""
0,816,"""if   rcae is your premise - help us.  If fear of religion is your premise - God helps us all !"""
0,817,"""oh shit ....the one with the tattoos Id suck him dry!!!"""
1,818,"""YOU filthy ignorant--cock-sucker stankin ass whore u should leave while you still ahead before someone stick a dick in your mouth to make u shut up"""
1,819,"""Sarcasm?  learn how to spell you moron"""
0,820,"""Why are you willing to share a cell?"""
1,821,"""If u didnt give a fuck what i was saying why is ur dumbass replying? Clearly u are ignorant and unsophisticated."""
0,822,"""Obama does what he thinks is best for the country, GOP does what they think is best for the Republican party......it should be an easy choice come November."""
0,823,"""Well then is it true that you like anal?"""
0,824,"""I still don't get how this is a big deal, shit."""
1,825,"""your ignorant as fuck.. black people been skateboarding for a long ass time.. stop looking for lil wayne to set your trends"""
0,826,"""Not really what it says a lot about is your lack of understanding on this subject."""
0,827,"""Hahaha nigga We CP in that ATL on yo ass bring those pussy ass niggas more blood on your pussy hands can handle your own fights. 1712 Temple Ave College Park, GA 30337....you aint bout that life and I bet tonite tomorrow to next year ill still sleep like a baby"""
0,828,"""Polls across the country show time after time...that voters vote against homosexual faux marriages."""
0,829,"""WIN WIN WIN HONEY BADGER CARRY US TO THE PROMISED LAND"""
1,830,"""You're a turd."""
0,831,"""With their imminent Defeat in Iraq and now Afghanistan. The head of Snake of Imperislism be cut off in Syria by the brave people of the Region with support of Russia, China and Nations standing for Justice and Equality."""
0,832,"""Wake up and smell the coffee, who is the current premier of the WC?"""
0,833,"""I understand what you are saying.\n\nOut with the Black, in with the White."""
1,834,"""You have 60 years worth of history wrong, and I'm the ""idiot!?!?""\n\nbenny_hill, why do you hide your comment history. I just caught you posting under your old name, but you delete the profile before anyone can see your campaign of character assassination, smear and distortion.\n\nCowardly much?"""
1,835,"""AlenLemone - Anyone intelligent reading your comment could only come to the conclusion that you have mental issues, to say the least. Either that or you're simply a biased russian."""
1,836,"""Bitch, you replied to my comment, you stupid ass nigga. Shut your trolling ass up and log out and go breathe some air for once. And LMAO @ how fast you replied back to me. I see you live on this site smh. Go get your dick wet, seriously and stop sucking uncle ronnie's dick."""
0,837,"""I guess this is Obama's version of ""I like firing people..."""""
0,838,"""FOXTARD LOGIC:\\n\\n""no matter how many proven facts you present to me, whether it is back up by science, math, or just plain logic, if it does not support my narrow right wing view and justify my fear and hatred, then it MUST be part of a vast left wing conspiracy to make me a gay mvslim mexican"".\\xc2\\xa0"""
1,839,"""buzz off you twat"""
0,840,"""I thought that makeup was suppose to make any bitch look better, in her case that's the total opposite.\\n"""
0,841,"""Have your country found PUNEET PUNEET yet. Your burn our flag. Your country is corrupt and the Indian people are do gs. Pay peanuts and get stupid fken indians"""
0,842,"""what a great way to run a business."""
0,843,"""why are you here?  why do hate so much?  Maybe someday you will figure it out."""
1,844,"""Go change your depends, crybaby."""
0,845,"""Yes you are!!!"""
1,846,"""That was so 45 minutes ago troll. Get with the times."""
0,847,"""Oh...so some unions are ok..?? Who would decide which ones go..???"""
1,848,"""Stop whining you moron democrats you backed aFucking no brain marxist loser in 2007. Now pay the price"""
0,849,"""This is actually a dumb idea.\xa0 So you switch one union for another and then what?\xa0 What about all other state unions?\xa0 What about CCPOA or CAHP and all others?\xa0 Apparently you do not have a clue that it is the bargaining system, not specific unions that skrew the employees.\xa0All it takes is for one or two of any of these unions make a deal that will be enforced on all employees.\xa0 Are you going to decertify all of them?\xa0 You are very naive and want someone else to collect the dues."""
1,850,"""I already have insurance you jack AZZ.  But If I didn't I will show up where I want to for medical care and you dumb AZZ will be paying for it just like you will be for all of those that can't and or won't afford to get insurance.  See, this is why I don't like talking to people like you, you have to use nasty language on you opposition because that's the way you deal with people that do not agree with you."""
0,851,"""And of course we have the added benefit of the poor 19yo who will now forever drive like an old lady for fear of hitting somebody else. On behalf of all drivers who will get stuck behind the slowpoke in future i would like to say to the girls - Fuck You Very Much."""
0,852,"""First of all its the SCOTUS moron, and secondly the ruling by the 9th is \\nwritten for Kennedy bro, have you read it? It mirrors Romer v. Evans, I \\nwouldn't be so sure about your slap down, we only need one vote from the\\n Supremes and judging by their rulings on gay rights and equal \\nprotection in the past, Perry v. Brown is a slam dunk\\xc2\\xa0 for our side."""
0,853,"""Whyte brings to mind a sleezy, greasy second hand car saleman in the act of conning some poor old dear out of her money. Where are all the ""in Whyte we trust"" comments now, slowly but surely the followers of rangers are awakening to the destinct demise of their team.........R.I.P."""
0,854,"""Yeah the fault doesn't lie with you for being a bigot, it lies with me for calling you on it."""
0,855,"""Demoralized is the only word i can think of if a current soldier is reading these comments."""
0,856,"""""Angel"" was hot, wasn't she? I can't remember. Yes, that was a piece of shit movie."""
1,857,"""Leidiot is a disgusting leader""less"", moronic, self serving, egotistical, selfish, bullying, idiotic, clown like, deceitful and hateful scumbag."""
1,858,"""Your Teabilly slutchild is just as ignorant as her mother.\n\nYou people are the trailer trash of America."""
0,859,"""oh and Leigh...don't you normally pick a front runner by now...."""
0,860,"""And now parents are afraid AFRAID to let their kids play outside. I used to ride my bike all over Stockton (before it came the Stockton it is today) and climb tress and play cowboys and indians (where someone dramatically died every six seconds).\n\nOf course, more people went to church then and there was spanking in schools and there was just a lot more respect for the institutions that made this country great.\n\nSo sure, let's sue Hollywood, but then let's sue the liberals that made the Democratic party the moral wasteland it is today."""
1,861,"""NO FUCKING WAY??!!!! You can't leave us! Can't you knock over an old lady or something? Turn tricks? Blackmail someone? \n\nFUCK! NOOOOOOOOOOOOOOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!"""
0,862,"""SO everyone is on board for that mosque to be built near the Twin Towers?"""
1,863,"""Shut up you PAWB. Lebron lsoing is not going to ad years to your life."""
0,864,"""Yeah!  And Nixon have gotten away with it too if it weren't for those meddling kids!"""
0,865,"""Schmeichel had some horror shows of his own in his first season, and went on to become one of the best (if not the best) EVER, plenty of time for De Gea to shine !"""
1,866,"""And sodomize you against your will?\xa0 You are a sick ticket Annabelle."""
0,867,"""Yay, IGN! (not sarcastic) You've echoed the complaints of many forum users, including myself: that Inferno is too hard for normal people and blandly straightforward for AH junkies.\xa0\n\nBut Blizzard has indicated they plan to patch this, so I'm not too worried."""
1,868,"""fuck off whore"""
0,869,"""@Dieofnv Like I said: FUCK YOU.\n\xa0\nPeople like you erode press freedom, and I am going to hope for otherwise."""
1,870,"""damn, you are truly stupid"""
0,871,"""1-0???\n\nWhat game are you watching?"""
1,872,"""lol ur dumb/retarded"""
0,873,"""Garfield....is that near Dixie Manor queeny? Or is that Key West for homosexuals of your kind homie?"""
0,874,"""Go Texas they have great American Dads that arent affraid to stand up for what is right and what is right is the fact that the little Bastar_ isnt going to commit this crime again. Hell I will send some money to him for bail if they pick him up!!!"""
0,875,"""no - you are."""
0,876,"""<div class=""forum-item forum-reply""><div class=""forum-item-description"">I'm compiling a list of my threads since Sandals returned. &nbsp;Someone is going to be very disappointed in himself.</div></div>"""
1,877,"""Hey moron, 1) you're a disgusting human 2) Seau wasnt on those pats teams.  You're a fool."""
0,878,"""Mcfloyd, your simple assertions don't hold up to scrutiny. \xa0Did Bush live within his means? \xa0Did he fully reveal the costs of two simultaneous wars, Energy Policy made behind closed doors and led by Dick Cheyney, or the costs of the Big Pharma Drug Benefit giveaway? \xa0Did President Obama inherit a budget surplus or budget deficit? \xa0How many jobs were we losing before the President took office? \xa0When you come back with those answers, perhaps I'll give your inane little quips some consideration."""
1,879,"""BS. Lowe you are an arrogant prick. Beyond criticism? You deserve nothing but criticism you idiot."""
1,880,"""Can you post a statement\xa0 without using the word idiot?\xa0 Try being a little more eloquent with your retorts or just start pulling the wings off of flies to\xa0while the hours away......."""
0,881,"""""Oh! Oh! I got an idea! How 'bout we do a song that's not whiny bull crap?\u201d - Peter Griffin talking to Coldplay in Family Guy Season 8, Ep. 16\n\n'par' (I think I'm starting to like this word, not entirely sure I'm getting the usage correct)"""
1,882,"""says the child who does not understand what relevancy means.  It's ok Schimidt, we get the fact that you are a closed book.  Thankfully, your impact on society is meaningless.  I accomplish more in the first hour of my day then you have your entire life"""
0,883,"""@Poliveira23\xa0Well, If you are going to interview someone about lack of realism in a game you should...I dont know...actually play the game before making a fool out of yourself in an interview?"""
0,884,"""Possibly, but you are not that 'anyone'"""
0,885,"""A thousand US troops died in the Sudan?  I don't think so."""
0,886,"""I double-taked (took?) at that. Malaise? MALAISE? ""Hating shit because puberty"" is not malaise, goddammit. Teen malaise, give me a fucking break. \n\nOn the other hand, I can at least be drinking at work right now, I understand school-bound teenagers are not as lucky."""
0,887,"""NOOOOOO!!! NOT MILTON BRADLEY!!!"""
0,888,"""no doubt the poor woman will be offered a good deal on a car when she turns up at the garage."""
0,889,"""GaGGEDinUSA: what what killed kids are you talking about? Are you talking about Russians or about some Syrian rebels or your allies in Pakistan, Saudi' Arabia and Qatar? I do not follow you, whatever you are trying to say."""
0,890,"""Muslims want to blow themselves up, let 'em.\\nI couldn't care less."""
1,891,"""And you're a big phat, brown, stoopid libturd..."""
1,892,"""I wish the same to you uglyandpoor.  You have nothing to say of your own, so you post things I have said - out of context.  You are a horrible little person.  flag yet again."""
0,893,"""@PaulMomo definitely, it is trumped the Burt Reynolds episode... and I thought that one was quite hilarious. Since this one had the ocelot, ergo, LATIN, it was better."""
1,894,"""Storobin - you\xa0stole the damned election.\xa0 You are not wanted in my neighborhood.\xa0 Get the hell out of here and go back to wherever it is you came from."""
0,895,"""If you expand to more than 12 then go to 16 and have 4 team pods.  I would add Georgia Tech and Virginia Tech for the SE pod.  ISU, WVU, Louisville and ND for the NE pod."""
0,896,"""I'm an election official and was running the polls here in Southern California last Tuesday.\n\nONE Libertarian voted."""
1,897,"""You two are fucking trolls. What a sickening thought. Last time I checked Oaxaca is relatively safe, but ya'll wouldn't know that cause both of you have your heads up your ass. Btw, most of the violence is on the borderstates of Mexico. Or did you forget that, too?"""
0,898,"""well worded. ""was not proud at the time"" meaning they are now because they\\xc2\\xa0feel the world owes them a thank you for killing\\xc2\\xa0civilians and ""saving"" more?\\xc2\\xa0shouldnt we thank those who lost their lives to help ""save"" more people? you make me sick. \\n\\nand this is for the bird\\xc2\\xa0giving you words of wisdom. it\\'s great that you understand the logic and ironically point out\\xc2\\xa0""will bend facts and contort causality"" when it comes to debates. you forgot to point out using facts\\xc2\\xa0out of context. now please go educate the rest of your friends and find a giant mirror to stare into. \\xc2\\xa0"""
0,899,"""Oh great, they're gonna devote time to Santino and Dbl R. FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU-"""
1,900,"""i am sick of seeing this fuck asshole bitch made chain latters o.O? gonna kill the person on ""inside"" who the asshole sick son of bitch made this crap things look at me i am grace wow i am to cool ghost\\\\nme:*claps* NOW SUCK MY DICK MOTHER FUCKING ASSHOLE i will fuck you lol"""
0,901,"""<b>;-)</b>\xa0 LOL. .. just bustin' your chops... he's already been on base today- you must be doing good !"""
1,902,"""Coolest president ever? Your a complete waste of oxygen and resources. Phucking idiot"""
0,903,"""I don't think she interrupted him while he was in the middle of a speech."""
0,904,"""Dodger radio playing tunes of ""fuck you"" at end of commercial break. They must be reading our comments."""
0,905,"""Ohh, so you're a W.Bengal commie then, are you? No wonder you talk like such a sick nut. You people are at war with reality, and even Lefty Mamta is a sanghi to you. Pathetic. Haha, no wonder you fear a pro-development guy like Modi."""
0,906,"""Which second did you buy? I might want half of it."""
0,907,"""And it being summer and you're wasting it away inside is so wrong."""
0,908,"""I would have gotten out the car and fucked him up"""
1,909,"""Shows what you know dipshit, Remington and Winchester aren't made in China.\xa0 I swear,\xa0elitist assclowns like you are an utter embarrassment."""
0,910,"""And who are you, the proud lord said, that I must bow so low?Only a cat of a different\ufeff coat,\xa0that\u2019s all the truth I know.\xa0In a coat of gold or a coat of red,\xa0a lion still has claws,\xa0And mine are long and sharp,\xa0my lord, as long and sharp as yours.\xa0And so he spoke,\xa0and so he spoke,\xa0that lord of Castamere,\xa0But now the rains weep o\u2019er his hall,\xa0with no one there to hear.\xa0Yes now the rains weep o\u2019er his hall,\xa0and not a soul to hear.\n\nEDIT\nREPLY"""
1,911,"""Well then the OP would learn that she cannot diagnose herself with Aspergers, and that self-diagnosis is a bad thing leading to people whom act stupidly because they think they have some disorder/disease\xa0that in actuality, they don't."""
0,912,"""You just went full retard.  Never go full retard."""
0,913,"""Somehow, I feel that Pakistan is right in the middle of all of this garbage. Yet, the United States keeps supplying them with arms and money. No sense to this at all."""
1,914,"""You act like you faced a good team. You played like crap against another crappy team."""
0,915,"""He still played. he didn't say that much. And obviously the Heat reserves are going to lose that either way. It is when Lebron and Wade are playing this post season that the celtics need to worry."""
0,916,"""That sounds familiar. Mom picking subscriptions with no veto power to stop her."""
0,917,"""@roCkhopper\xa0Lancaster PA mah friend. Wez ghetto"""
0,918,"""He did the right thing. Too bad someone didn't do the same thing to Sandusky."""
0,919,"""eish Wenger did a stupid mistake but he will never admit it anyway.....it was good for us that the Ox was taken off and we were going to lose that match but Wenger did a brilliant Sub...Good luck guys for your 4th spot."""
0,920,"""We were thinking back in time when a young GHWB was goaded by his ambitious young wife to eliminate JFK., \xa0it would go something like this,Babs, I can't stand that JFK, get rid of that white trash. \xa0Then a little while later Babs said I can't stand that MM she's gonna run her mouth and then, RK is finished. \xa0Now that would be a much better HBO movie...the white-washed Bush Legacy is getting tough to swallow."""
0,921,"""are you talking about the conservatives that cheered the idea of letting a man d ie if he didnt have insurance?\\n\\nor the conservatives that booed a gay soldier currently deployed."""
0,922,"""im sorry but dont nobody just pick somebody out randomly and start attacking...like she went ham for a reason. kimora seem like one of those low-key stank bitches. it might not be all true but kimora played a role. aint no black chick just just gon go off like that."""
0,923,"""People have been born gay since the beginning of time.\\xc2\\xa0 Today, with social media and the web and the CONSTITUTION OF THE UNITED STATES, they're just not going to be shut-up anymore.\\xc2\\xa0 Despite the vile attacks from the right."""
0,924,"""Oh god, that is one hilarious video. It is the one with the Professor Layton rapist dude, right? XD I didn't click it, but I've seen it before. So funny. ^_^ (No matter how odd that sounds.)"""
1,925,"""Wait you said though that your country was the nice one in the world- how bout you take that food from your dog and help feed the population of the world because i thought america was great right, they always try to use theor ethics- apparently not because losers like you are selfish andignorant"""
0,926,"""Gosh, Peggy Hill ... Don't make me laugh.\\xc2\\xa0 In addition to money ... Romney won because Newt is bombastic and is a serious liability in the general ... all the polls show it and intelligent conservatives feel it ... this is about style not substance.\\xc2\\xa0 Both will do the same thing in office just with entirely different styles.\\xc2\\xa0 Newt ruffles feathers all day long drawing stark contrasts even when it means lying or exagerrating ... like calling Mitt anti-immigrant on national TV ... unbelievable.\\xc2\\xa0 And since Peggy Hill knows far less about national politics than I do since I have studied it for 25 years, I'm not inclined to be persuaded by her.\\xc2\\xa0 She describes the political scene like I used to 15 years ago ... with little to no expertise, so I don't pay her a lot of attention when we disagree.\\n\\nPeggy Hill is a Great American and I love her and Newt dearly but this is not the time to vote with my heart ... way too much at stake!\\xc2\\xa0 Newt is the world's best field general but his\\xc2\\xa0temper and tone are wearing me out and I'm conservative ... I can only imagine how offended Independents are beginning to feel.\\xc2\\xa0 \\n\\nSure it helped that Mitt raised more money ... that is essential in beating Dingle Barry ... Peggy Hill sounds like an OWS'er ranting that Mitt had more money ... thank God he did ... that's what it's all about!  So you Newt zombies really ought to do the Hokey Pokey and turn yourselves around, lol.\\n\\nIf Newt will fold under lies and carpet bombing ... as he said he would ... then he's got zero chance of beating Owebamao ... think about it ... that's all Barry does.\\n\\nI don't care too much that Mitt is uninspiring ... I know he can beat Owebamao and I know he will attract Independents and Latinos in 2014... particularly with a Romney/Rubio ticket.\\xc2\\xa0 My first choice for POTUS is a Christy/Rubio ticket ... neither are running but both back Romney.\\n\\nBy the time Super Tuesday rolls around, Mitt will prolly already be the clear front runner but I never count Newt out.\\n\\nBut for Peggy Hill to be upset Mitt raised and outspent Newt is laughable .... that's what you're supposed to do!\\n\\n\\nBTW  -  Remember the Sirens???\\n\\nBeautiful half-woman, half-bird-like Newt creatures who sang such sweet songs that listeners forgot everything including their own safety. The Sirens are Newtish sisters who lure sailors to their death. The sonsg of the Sirens are irresistible but they reside beyond unsurpassable reefs which destroy the sailors' boat when they try to reach the Sirens. Among those tempted were Jason on the Argo and Odysseus. Odysseus escaped from them by filling his crew's ears with wax while he tied himself to the ship's mast ... just sayin'."""
0,927,"""some fukin sketchers thats sad omg lol fuckin shitty ass sketchers why the fuck are they even named sketchers sketcherz fuckin suck ass"""
0,928,"""But they will care that you were here Mikey.\xa0 Hey look he likes it.\xa0 Hey Mikey likes it."""
0,929,"""me too! i hope they can fix this sooner.."""
1,930,"""You married the turd, and bred with him..."""
1,931,"""HEY KRYSTAL: YOU STUPID IDIOT WHO Can't Understand Normal Thinking.. fhuck off you howre"""
1,932,"""huck huck huck, no... but giant pictures of them beating the_crap out of idiots like you are ok!!"""
0,933,"""""It's not you, it's me""\n\nWords I'm sure most zoobs have heard before in their life."""
0,934,"""Dude red on my iPod it says it will be 98* out today"""
0,935,"""Yes, but very few structures have actually burned in this fire.\xa0 The issue is the forest itself.\xa0 We're talking millions of acres of dry forest in an area so mountainous that a very high percentage of the land is not accessible to vehicles.\xa0 This is part of what would be a normal natrual cycle, if it weren't for beetle-kill trees and below average (and the average is minimal) precipitation.\xa0 In the meantime, we've got smoke over a major city with flames approaching.\xa0 Plus, this is watershed of the South Platte, the most heavily worked river in the state, and fire-damaged areas wreak havic on water quality and precipitate flash floods."""
0,936,"""""I'm an introvert. You are a wonderful person and I like you. But now please shush.""  Hee.  Yeah, I've been there."""
1,937,"""He won Michigan in the primaries.  Holy shit, your dumb."""
0,938,"""What a\xa0\xa0 $\xa0\xa0 t\xa0\xa0 u\xa0\xa0 p\xa0\xa0 1\xa0\xa0 d\xa0\xa0\xa0\xa0 p\xa0 h u c k k\xa0 i\xa0 n\xa0 g\xa0\xa0\xa0 k\xa0 u\xa0 u\xa0 n\xa0 n\xa0 t\xa0 t!"""
0,939,"""""and Israel will die""\n\nI knew he would bring Israel in to this at some point."""
0,940,"""Remember all the haters screaming to get rid of Blanton before the season??? Where are they now????\nNot so fat Joe is pitching his pudgy lil heart out...oh...and guess what...this team is starting to hit...another thing the haters like to dwell on...where are they now?? All you Chollie bashers ain't showing your butts now are you?? Whatsamatter? Seeing the faithful's faith in this team is well deserved by them?? Gotta luv the ""paper"" fans....gotta luv them....get the hell off of our bandwagon you wannabe so calle fans....."""
0,941,"""He regretted killing him so quickly."""
0,942,"""I  notice you haven't  responded.  You only care when you are telling other people how dumb they are. Again who is your team UJ???"""
0,943,"""Uhhh I hate the Dodgers, but they are the best team right now, and I agree AL > NL but they are the best team at the moment"""
0,944,"""I keep it fresher than the next bitch\nno need..for you to ever sweat the next bitch\n..with speed, I make the best bitch see the exit..indeed,\xa0\nyou gotta know your thoroughly respected by me,\nyou get the keys to the Lexus, with no driver\nyou gotcha own '96 suh-in..the ride\nand keep your ass tighter than Versace thats why\nyou gotta watch your friends you got to watch me\nthey conniving shit\nthe first chance to crack the bank\nthey try me, all they get is 50 cent franks\nand papayas, from the village to the tele\ntime to kill it on your belly no question\xa0\nI got more black chicks between my sheets than Essence\nthey say sex is a weapon, so when I shoot\nmmet your death in less than 8 seconds\nstill poundin in my after life..\nlaugin my shit is tight\nyou who askin right...\n\n[Chorus:]\nAint no nigga like the one I got\nno one can fuck you betta\nsleeps around but he gives me alot\nkeeps you in diamonds and"""
0,945,"""Nope..your maths!..its 159 played with 16 draws., and Glenwood can be thankfull for the draw. Maritzburg College where the better team on the field on the day."""
0,946,"""@aarongmyers to be honest the translation of Ender's Game isn't great... much like the first book in the HP series, which is why I have been avoiding the challenge in Chinese for so long. But I agree about finding something fun to read. The key is being able to provide yourself with the ability to have comprehensible input while you are reading. Going to the dictionary for every other word and still not understanding what you are reading is one of the most painful things to deal with as a language learner."""
0,947,"""yeah well director interpretation isn't always the best insight for things like this, especially with something with such a rabid fan base. On top of that i think they are condensing more than i would have liked...even if the golden age was kinda meh in comparison to the drama going on now, i would have at least liked for them to show them doing their thing on the battle field."""
0,948,"""You KNOW the RULES - one DELETE equal 50 REPOSTS\n#37 WHAT is his EXAMPLE of TOTALITARIANISM in the USA? Here it is...Last August, Obama's DHS announced it would no longer deport the noncitizen spouses of gay Americans\xa0\xa0\nLOL, get yer musket Myrtle and follow me into the BUNKER! They'll not take us alive!!"""
